antecedente;consecuente;items_antecedente;items_consecuente;soporte_antecedente;soporte_consecuente;soporte;confianza;lift;leverage;conviccion;App
['pagar'];['pago'];1;1;0,09904153354632587;0,04792332268370607;0,011714589989350373;0,11827956989247312;2,4681003584229395;0,006968190618120699;1,0797942803709188;Banco Ripley
['pago'];['pagar'];1;1;0,04792332268370607;0,09904153354632587;0,011714589989350373;0,24444444444444446;2,4681003584229395;0,006968190618120699;1,192445029129863;Banco Ripley
['activar'];['app'];1;1;0,04153354632587859;0,14696485623003194;0,011714589989350373;0,2820512820512821;1,9191750278706805;0,005610618324844254;1,1881560931081698;Banco Ripley
['app'];['activar'];1;1;0,14696485623003194;0,04153354632587859;0,011714589989350373;0,07971014492753624;1,9191750278706803;0,005610618324844254;1,0414832331262107;Banco Ripley
['transferir'];['app'];1;1;0,06389776357827476;0,14696485623003194;0,011714589989350373;0,18333333333333335;1,2474637681159422;0,002323864351648653;1,0445328291060834;Banco Ripley
['app'];['transferir'];1;1;0,14696485623003194;0,06389776357827476;0,011714589989350373;0,07971014492753624;1,2474637681159422;0,002323864351648653;1,0171819576865992;Banco Ripley
['mejorar'];['aplicación'];1;1;0,025559105431309903;0,14909478168264112;0,011714589989350373;0,45833333333333337;3,0741071428571427;0,007903860745065616;1,5709019415089704;Banco Ripley
['aplicación'];['mejorar'];1;1;0,14909478168264112;0,025559105431309903;0,011714589989350373;0,07857142857142857;3,0741071428571427;0,007903860745065616;1,0575327537954775;Banco Ripley
['cambiar'];['banco'];1;1;0,024494142705005325;0,0979765708200213;0,011714589989350373;0,4782608695652174;4,881379962192817;0,00931473788193771;1,7288782392616258;Banco Ripley
['funcionar'];['actualización'];1;1;0,12460063897763578;0,04046858359957402;0,011714589989350373;0,09401709401709403;2,323211875843455;0,006672178614323579;1,0591054313099042;Banco Ripley
['intentar'];['llevar'];1;1;0,04898828541001065;0,04046858359957402;0,011714589989350373;0,2391304347826087;5,90903890160183;0,009732103465835565;1,261098432983417;Banco Ripley
